company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,staff_pick,spotlight,category & sub-category,category,subcategory
Simmons-Reynolds,Re-engineered intangible definition,94000.0,38533.0,failed,558,US,USD,2021-03-14 06:00:00,2021-04-29 05:00:00,False,False,theater/plays,theater,plays
Collier Inc,Enhanced dynamic definition,59100.0,75690.0,successful,890,US,USD,2020-07-06 05:00:00,2021-08-04 05:00:00,False,False,theater/plays,theater,plays
Spencer-Bates,Optional responsive customer loyalty,107500.0,51814.0,canceled,1480,US,USD,2020-11-20 06:00:00,2021-07-27 05:00:00,False,False,theater/plays,theater,plays
"Campbell, Brown and Powell",Synchronized global task-force,130800.0,137635.0,successful,2220,US,USD,2020-12-23 06:00:00,2021-12-23 06:00:00,False,True,theater/plays,theater,plays
"Blair, Collins and Carter",Exclusive interactive approach,50200.0,189666.0,successful,5419,US,USD,2021-04-04 05:00:00,2021-12-09 06:00:00,False,False,theater/plays,theater,plays
Jackson-Lewis,Monitored multi-state encryption,700.0,1101.0,successful,16,US,USD,2021-04-07 05:00:00,2021-11-26 06:00:00,False,False,theater/plays,theater,plays
Kim-Rice,Organized bi-directional function,9900.0,5027.0,failed,88,DK,DKK,2021-04-14 05:00:00,2021-05-01 05:00:00,False,False,theater/plays,theater,plays
Woods-Clark,Networked tertiary Graphical User Interface,9500.0,4530.0,failed,48,US,USD,2021-01-18 06:00:00,2021-03-20 05:00:00,False,True,theater/plays,theater,plays
Bennett and Sons,Function-based multi-state software,1500.0,7129.0,successful,149,US,USD,2020-12-18 06:00:00,2021-06-27 05:00:00,False,False,theater/plays,theater,plays
Lamb Inc,Optimized leadingedge concept,33300.0,128862.0,successful,2431,US,USD,2021-02-22 06:00:00,2021-11-10 06:00:00,False,False,theater/plays,theater,plays
"Hernandez, Rodriguez and Clark",Organic foreground leverage,7200.0,2459.0,failed,75,US,USD,2021-03-12 06:00:00,2022-01-05 06:00:00,False,False,theater/plays,theater,plays
Anderson-Perez,Expanded 3rdgeneration strategy,2700.0,6132.0,successful,211,US,USD,2021-02-09 06:00:00,2021-06-11 05:00:00,False,False,theater/plays,theater,plays
"Wright, Fox and Marks",Assimilated real-time support,1400.0,3851.0,successful,128,US,USD,2020-12-10 06:00:00,2021-03-07 06:00:00,False,True,theater/plays,theater,plays
Crawford-Peters,User-centric regional database,94200.0,135997.0,successful,1600,CA,CAD,2020-10-20 05:00:00,2021-08-24 05:00:00,False,False,theater/plays,theater,plays
Romero-Hoffman,Open-source zero administration complexity,199200.0,184750.0,failed,2253,CA,CAD,2021-06-15 05:00:00,2021-10-26 05:00:00,False,False,theater/plays,theater,plays
"Baker, Morgan and Brown",Assimilated didactic open system,4700.0,557.0,failed,5,US,USD,2021-06-25 05:00:00,2021-07-16 05:00:00,False,False,theater/plays,theater,plays
Berry-Boyer,Mandatory incremental projection,6100.0,14405.0,successful,236,US,USD,2021-02-23 06:00:00,2021-11-20 06:00:00,False,False,theater/plays,theater,plays
Sanders-Allen,Grass-roots needs-based encryption,2900.0,1307.0,failed,12,US,USD,2021-10-05 05:00:00,2021-11-06 05:00:00,False,True,theater/plays,theater,plays
Moreno-Turner,Inverse multi-tasking installation,5700.0,14508.0,successful,246,IT,EUR,2020-08-10 05:00:00,2021-02-07 06:00:00,False,True,theater/plays,theater,plays
Jones-Watson,Switchable disintermediate moderator,7900.0,1901.0,canceled,17,US,USD,2021-06-27 05:00:00,2022-01-17 06:00:00,False,False,theater/plays,theater,plays
Barker Inc,Re-engineered 24/7 task-force,128000.0,158389.0,successful,2475,IT,EUR,2021-08-08 05:00:00,2022-01-30 06:00:00,False,True,theater/plays,theater,plays
"Tate, Bass and House",Organic object-oriented budgetary management,6000.0,6484.0,successful,76,US,USD,2021-03-19 05:00:00,2021-06-05 05:00:00,False,False,theater/plays,theater,plays
"Martin, Conway and Larsen",Horizontal next generation function,122900.0,95993.0,failed,1684,US,USD,2020-12-13 06:00:00,2021-12-26 06:00:00,True,True,theater/plays,theater,plays
Soto LLC,Triple-buffered reciprocal project,57800.0,40228.0,failed,838,US,USD,2021-06-13 05:00:00,2021-11-18 06:00:00,False,False,theater/plays,theater,plays
Davis-Smith,Organic motivating firmware,7400.0,12405.0,successful,203,US,USD,2021-05-16 05:00:00,2021-09-12 05:00:00,True,False,theater/plays,theater,plays
"White, Singleton and Zimmerman",Monitored scalable knowledgebase,3400.0,8588.0,successful,96,US,USD,2020-07-23 05:00:00,2021-01-18 06:00:00,False,False,theater/plays,theater,plays
Kramer Group,Synergistic explicit parallelism,7800.0,6132.0,failed,106,US,USD,2021-10-09 05:00:00,2021-11-15 06:00:00,False,True,theater/plays,theater,plays
Hall and Sons,Pre-emptive radical architecture,108800.0,65877.0,canceled,610,US,USD,2020-11-22 06:00:00,2021-12-05 06:00:00,False,True,theater/plays,theater,plays
Howard Ltd,Down-sized systematic policy,69700.0,151513.0,successful,2331,US,USD,2021-10-18 05:00:00,2021-12-26 06:00:00,False,False,theater/plays,theater,plays
Baker-Morris,Fully-configurable motivating approach,7600.0,14951.0,successful,164,US,USD,2020-08-23 05:00:00,2021-02-06 06:00:00,False,False,theater/plays,theater,plays
"Tucker, Fox and Green",Upgradable fault-tolerant approach,100.0,1.0,failed,1,US,USD,2021-06-22 05:00:00,2021-10-23 05:00:00,False,False,theater/plays,theater,plays
"Brandt, Carter and Wood",Ameliorated clear-thinking circuit,3900.0,14006.0,successful,147,US,USD,2021-03-05 06:00:00,2021-05-19 05:00:00,False,False,theater/plays,theater,plays
"Tucker, Schmidt and Reid",Multi-layered encompassing installation,3500.0,6527.0,successful,86,US,USD,2021-05-07 05:00:00,2021-12-28 06:00:00,False,True,theater/plays,theater,plays
David-Clark,De-engineered motivating standardization,7200.0,6336.0,failed,73,US,USD,2021-09-02 05:00:00,2021-12-31 06:00:00,False,False,theater/plays,theater,plays
Edwards-Lewis,Enhanced scalable concept,177700.0,33092.0,failed,662,CA,CAD,2022-01-15 06:00:00,2022-02-03 06:00:00,True,False,theater/plays,theater,plays
Pratt LLC,Stand-alone web-enabled moderator,5300.0,8475.0,successful,180,US,USD,2020-05-10 05:00:00,2021-05-02 05:00:00,False,False,theater/plays,theater,plays
Gross PLC,Proactive methodical benchmark,180200.0,69617.0,failed,774,US,USD,2020-03-24 05:00:00,2021-03-11 06:00:00,False,True,theater/plays,theater,plays
"Martinez, Gomez and Dalton",Team-oriented 6thgeneration matrix,103200.0,53067.0,failed,672,CA,CAD,2021-03-03 06:00:00,2021-06-16 05:00:00,False,False,theater/plays,theater,plays
Flowers and Sons,Virtual static core,3300.0,3834.0,successful,89,US,USD,2020-10-20 05:00:00,2021-11-02 05:00:00,False,True,theater/plays,theater,plays
"Le, Burton and Evans",Balanced zero-defect software,7700.0,5488.0,failed,117,US,USD,2020-12-25 06:00:00,2021-12-02 06:00:00,False,True,theater/plays,theater,plays
"Martin, Lopez and Hunter",Multi-lateral actuating installation,9000.0,11619.0,successful,135,US,USD,2021-02-07 06:00:00,2021-04-20 05:00:00,False,False,theater/plays,theater,plays
Harris-Golden,Optional bandwidth-monitored middleware,8800.0,1518.0,canceled,51,US,USD,2020-09-15 05:00:00,2021-02-01 06:00:00,False,False,theater/plays,theater,plays
"Moss, Norman and Dunlap",Upgradable upward-trending workforce,8300.0,9337.0,successful,199,US,USD,2021-08-21 05:00:00,2021-11-15 06:00:00,False,True,theater/plays,theater,plays
"Whitehead, Bell and Hughes",Multi-tiered radical definition,189400.0,176112.0,failed,5681,US,USD,2021-07-17 05:00:00,2021-11-12 06:00:00,False,False,theater/plays,theater,plays
Hall-Schaefer,Distributed eco-centric methodology,139500.0,90706.0,failed,1194,US,USD,2021-05-23 05:00:00,2021-07-29 05:00:00,False,False,theater/plays,theater,plays
"Clarke, Anderson and Lee",Robust explicit hardware,191200.0,191222.0,successful,1821,US,USD,2021-05-22 05:00:00,2021-06-30 05:00:00,False,True,theater/plays,theater,plays
Lopez and Sons,Polarized human-resource protocol,150500.0,150755.0,successful,1396,US,USD,2021-11-14 06:00:00,2021-11-24 06:00:00,False,False,theater/plays,theater,plays
Cruz-Ward,Robust content-based emulation,2600.0,10804.0,successful,146,AU,AUD,2021-04-01 05:00:00,2021-10-19 05:00:00,False,False,theater/plays,theater,plays
White LLC,Cross-group 4thgeneration middleware,96700.0,157635.0,successful,1561,US,USD,2021-03-21 05:00:00,2021-10-17 05:00:00,False,False,theater/plays,theater,plays
"Jones, Contreras and Burnett",Sharable intangible migration,181200.0,47459.0,failed,1130,US,USD,2021-01-27 06:00:00,2021-12-16 06:00:00,False,False,theater/plays,theater,plays
Stone-Orozco,Proactive scalable Graphical User Interface,115000.0,86060.0,failed,782,US,USD,2021-01-06 06:00:00,2021-05-06 05:00:00,False,False,theater/plays,theater,plays
"Lee, Gibson and Morgan",Digitized solution-oriented product,38800.0,161593.0,successful,2739,US,USD,2021-05-02 05:00:00,2021-08-26 05:00:00,False,False,theater/plays,theater,plays
Marks Ltd,Realigned human-resource orchestration,44500.0,159185.0,successful,3537,CA,CAD,2020-09-14 05:00:00,2021-04-11 05:00:00,False,True,theater/plays,theater,plays
Adams Group,Reverse-engineered bandwidth-monitored contingency,27100.0,195750.0,successful,3318,DK,DKK,2021-03-09 06:00:00,2021-08-28 05:00:00,False,False,theater/plays,theater,plays
"Howard, Carter and Griffith",Adaptive asynchronous emulation,3600.0,10550.0,successful,340,US,USD,2021-07-13 05:00:00,2021-09-11 05:00:00,False,False,theater/plays,theater,plays
Parker Group,Grass-roots foreground policy,88800.0,28358.0,failed,886,US,USD,2021-02-10 06:00:00,2021-08-16 05:00:00,False,False,theater/plays,theater,plays
"Walker, Jones and Rodriguez",Networked didactic info-mediaries,8200.0,2625.0,failed,35,IT,EUR,2021-06-18 05:00:00,2021-10-07 05:00:00,False,False,theater/plays,theater,plays
Anthony-Shaw,Switchable contextually-based access,191300.0,45004.0,canceled,441,US,USD,2021-01-30 06:00:00,2021-05-23 05:00:00,False,False,theater/plays,theater,plays
Cook LLC,Up-sized dynamic throughput,3700.0,2538.0,failed,24,US,USD,2021-02-24 06:00:00,2021-09-04 05:00:00,False,True,theater/plays,theater,plays
Sutton PLC,Mandatory reciprocal superstructure,8400.0,3188.0,failed,86,IT,EUR,2020-07-25 05:00:00,2021-05-11 05:00:00,False,False,theater/plays,theater,plays
"Becker, Rice and White",Reduced dedicated capability,100.0,2.0,failed,1,CA,CAD,2020-09-24 05:00:00,2021-05-26 05:00:00,False,False,theater/plays,theater,plays
"Hayden, Shannon and Stein",Customer-focused client-server service-desk,143900.0,193413.0,successful,4498,AU,AUD,2021-05-24 05:00:00,2021-09-24 05:00:00,False,False,theater/plays,theater,plays
Weaver-Marquez,Focused analyzing circuit,1300.0,5614.0,successful,80,US,USD,2021-04-10 05:00:00,2022-01-04 06:00:00,True,False,theater/plays,theater,plays
Thompson LLC,Customer-focused impactful benchmark,104400.0,99100.0,failed,1625,US,USD,2020-06-13 05:00:00,2021-06-17 05:00:00,False,False,theater/plays,theater,plays
Johnson Inc,Profound next generation infrastructure,8100.0,12300.0,successful,168,US,USD,2020-02-24 06:00:00,2021-03-05 06:00:00,False,False,theater/plays,theater,plays
"Vargas, Banks and Palmer",Extended 24/7 implementation,156800.0,6024.0,failed,143,US,USD,2020-10-07 05:00:00,2021-05-14 05:00:00,False,False,theater/plays,theater,plays
"Johnson, Dixon and Zimmerman",Organic dynamic algorithm,121700.0,188721.0,successful,1815,US,USD,2020-08-22 05:00:00,2021-01-06 06:00:00,False,False,theater/plays,theater,plays
Owens-Le,Focused composite approach,7900.0,667.0,failed,17,US,USD,2021-07-31 05:00:00,2021-12-01 06:00:00,True,False,theater/plays,theater,plays
"Chavez, Garcia and Cantu",Synergistic explicit capability,87300.0,81897.0,failed,931,US,USD,2021-03-28 05:00:00,2021-08-25 05:00:00,False,False,theater/plays,theater,plays
"Williams, Carter and Gonzalez",Cross-platform uniform hardware,7200.0,5523.0,canceled,67,US,USD,2021-02-12 06:00:00,2021-09-13 05:00:00,False,False,theater/plays,theater,plays
Davis-Rodriguez,Progressive secondary portal,3400.0,5823.0,successful,92,US,USD,2020-12-05 06:00:00,2021-11-09 06:00:00,False,False,theater/plays,theater,plays
"Bolton, Sanchez and Carrillo",Distributed systemic adapter,2400.0,10138.0,successful,97,DK,DKK,2020-06-11 05:00:00,2021-02-28 06:00:00,False,True,theater/plays,theater,plays
Pitts-Reed,Vision-oriented dynamic service-desk,29400.0,123124.0,successful,1784,US,USD,2020-04-19 05:00:00,2021-02-20 06:00:00,False,False,theater/plays,theater,plays
Garcia PLC,Customer-focused attitude-oriented function,2300.0,10240.0,successful,238,US,USD,2021-04-17 05:00:00,2021-08-28 05:00:00,False,False,theater/plays,theater,plays
Herring-Bailey,Reverse-engineered system-worthy extranet,700.0,3988.0,successful,53,US,USD,2021-05-02 05:00:00,2021-12-28 06:00:00,False,False,theater/plays,theater,plays
Russell-Gardner,Re-engineered systematic monitoring,2900.0,14771.0,successful,214,US,USD,2020-09-16 05:00:00,2021-03-22 05:00:00,False,False,theater/plays,theater,plays
Singleton Ltd,Enhanced user-facing function,7100.0,3840.0,failed,101,US,USD,2020-08-01 05:00:00,2021-07-30 05:00:00,False,False,theater/plays,theater,plays
Perez PLC,Operative bandwidth-monitored interface,1000.0,6263.0,successful,59,US,USD,2020-11-25 06:00:00,2021-08-28 05:00:00,False,False,theater/plays,theater,plays
Williams Inc,Decentralized exuding strategy,5700.0,8322.0,successful,92,US,USD,2020-05-03 05:00:00,2021-05-08 05:00:00,False,False,theater/plays,theater,plays
"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000.0,13424.0,successful,186,US,USD,2020-11-14 06:00:00,2021-10-24 05:00:00,False,True,theater/plays,theater,plays
Gordon PLC,Virtual reciprocal policy,45600.0,165375.0,successful,5512,US,USD,2021-08-29 05:00:00,2021-10-30 05:00:00,False,False,theater/plays,theater,plays
Lee and Sons,Persevering interactive emulation,4900.0,6031.0,successful,86,US,USD,2020-05-15 05:00:00,2021-03-10 06:00:00,False,False,theater/plays,theater,plays
Acosta PLC,Extended eco-centric function,61600.0,143910.0,successful,2768,AU,AUD,2021-05-08 05:00:00,2021-09-24 05:00:00,False,False,theater/plays,theater,plays
"Horton, Morrison and Clark",Networked radical neural-net,51100.0,155349.0,successful,1894,US,USD,2021-06-18 05:00:00,2021-10-25 05:00:00,False,True,theater/plays,theater,plays
Thomas and Sons,Re-engineered heuristic forecast,7800.0,10704.0,successful,282,CA,CAD,2020-11-04 06:00:00,2021-07-15 05:00:00,False,False,theater/plays,theater,plays
Morgan-Jenkins,Fully-configurable background algorithm,2400.0,773.0,failed,15,US,USD,2021-09-13 05:00:00,2021-12-03 06:00:00,False,False,theater/plays,theater,plays
Ramos-Mitchell,Persevering system-worthy info-mediaries,700.0,7465.0,successful,83,US,USD,2020-12-14 06:00:00,2021-04-24 05:00:00,False,False,theater/plays,theater,plays
Smith-Jenkins,Vision-oriented methodical application,8000.0,13656.0,successful,546,US,USD,2020-10-02 05:00:00,2021-07-25 05:00:00,False,False,theater/plays,theater,plays
Drake PLC,Profound object-oriented paradigm,164500.0,150552.0,failed,2062,US,USD,2020-02-25 06:00:00,2021-04-06 05:00:00,False,True,theater/plays,theater,plays
"Dawson, Brady and Gilbert",Front-line optimizing emulation,900.0,6357.0,successful,254,US,USD,2020-08-19 05:00:00,2021-01-25 06:00:00,False,False,theater/plays,theater,plays
Obrien-Aguirre,Devolved uniform complexity,112100.0,19557.0,canceled,184,US,USD,2021-02-15 06:00:00,2021-11-12 06:00:00,False,False,theater/plays,theater,plays
"Smith, Love and Smith",Grass-roots mission-critical capability,800.0,13474.0,successful,337,CA,CAD,2021-03-11 06:00:00,2021-08-18 05:00:00,False,False,theater/plays,theater,plays
Ross Group,Organized executive solution,6500.0,1065.0,canceled,32,IT,EUR,2021-02-02 06:00:00,2021-03-26 05:00:00,False,False,theater/plays,theater,plays
Turner-Davis,Automated local emulation,600.0,8038.0,successful,183,US,USD,2021-02-17 06:00:00,2021-06-09 05:00:00,False,False,theater/plays,theater,plays
"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900.0,68769.0,failed,1910,CH,CHF,2021-02-07 06:00:00,2021-10-24 05:00:00,False,False,theater/plays,theater,plays
Smith-Hess,Grass-roots real-time Local Area Network,6100.0,3352.0,failed,38,AU,AUD,2020-04-28 05:00:00,2021-03-10 06:00:00,False,False,theater/plays,theater,plays
"Brown, Herring and Bass",Organized client-driven capacity,7200.0,6785.0,failed,104,AU,AUD,2020-11-26 06:00:00,2021-03-11 06:00:00,False,True,theater/plays,theater,plays
"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100.0,24234.0,failed,245,US,USD,2020-06-07 05:00:00,2021-05-24 05:00:00,False,False,theater/plays,theater,plays
Townsend Ltd,Grass-roots actuating policy,2800.0,8014.0,successful,85,US,USD,2021-01-27 06:00:00,2021-05-15 05:00:00,False,False,theater/plays,theater,plays
"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500.0,514.0,failed,7,US,USD,2021-08-12 05:00:00,2021-11-18 06:00:00,False,True,theater/plays,theater,plays
Davis Ltd,Grass-roots optimizing projection,118200.0,87560.0,failed,803,US,USD,2021-07-17 05:00:00,2021-11-18 06:00:00,False,False,theater/plays,theater,plays
Flores PLC,Focused real-time help-desk,6300.0,12812.0,successful,121,US,USD,2020-12-09 06:00:00,2021-05-09 05:00:00,False,False,theater/plays,theater,plays
Martinez LLC,Robust impactful approach,59100.0,183345.0,successful,3742,US,USD,2020-12-31 06:00:00,2022-02-06 06:00:00,False,False,theater/plays,theater,plays
"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500.0,3220.0,failed,31,US,USD,2021-07-10 05:00:00,2021-08-03 05:00:00,False,False,theater/plays,theater,plays
Summers PLC,Cross-group coherent hierarchy,6600.0,1269.0,failed,30,US,USD,2020-07-31 05:00:00,2021-03-22 05:00:00,False,False,theater/plays,theater,plays
Hebert Group,Visionary asymmetric Graphical User Interface,117900.0,196377.0,successful,5168,US,USD,2021-03-18 05:00:00,2021-03-22 05:00:00,False,False,theater/plays,theater,plays
"Harris, Hall and Harris",Inverse analyzing matrices,7100.0,11648.0,successful,307,US,USD,2021-04-18 05:00:00,2021-08-28 05:00:00,False,True,theater/plays,theater,plays
Saunders Group,Programmable systemic implementation,6500.0,5897.0,failed,73,US,USD,2020-05-31 05:00:00,2021-01-31 06:00:00,False,True,theater/plays,theater,plays
"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600.0,1002.0,failed,33,US,USD,2020-04-10 05:00:00,2021-04-15 05:00:00,False,True,theater/plays,theater,plays
"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600.0,11900.0,successful,253,US,USD,2020-10-28 05:00:00,2021-05-02 05:00:00,False,False,theater/plays,theater,plays
Hayden Ltd,Innovative didactic analyzer,94500.0,116064.0,successful,1095,US,USD,2020-06-17 05:00:00,2021-07-08 05:00:00,False,False,theater/plays,theater,plays
Gonzalez-Burton,Decentralized intangible encoding,69800.0,125042.0,successful,1690,US,USD,2020-12-20 06:00:00,2021-04-27 05:00:00,False,False,theater/plays,theater,plays
"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300.0,108974.0,canceled,1297,CA,CAD,2021-02-07 06:00:00,2022-02-10 06:00:00,False,False,theater/plays,theater,plays
Gibson-Hernandez,Visionary foreground middleware,47900.0,31864.0,failed,328,US,USD,2021-02-17 06:00:00,2021-06-09 05:00:00,False,False,theater/plays,theater,plays
Spencer-Weber,Optional zero-defect task-force,9000.0,4853.0,failed,147,US,USD,2020-12-05 06:00:00,2021-07-13 05:00:00,False,False,theater/plays,theater,plays
Navarro and Sons,Multi-layered bottom-line frame,180800.0,95958.0,failed,923,US,USD,2021-05-27 05:00:00,2021-06-01 05:00:00,False,False,theater/plays,theater,plays
"Adams, Willis and Sanchez",Expanded hybrid hardware,2800.0,977.0,failed,33,CA,CAD,2021-04-25 05:00:00,2021-07-05 05:00:00,False,False,theater/plays,theater,plays
Mills-Roy,Profit-focused multi-tasking access,33600.0,137961.0,successful,1703,US,USD,2020-07-25 05:00:00,2021-04-16 05:00:00,False,False,theater/plays,theater,plays
"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300.0,3431.0,failed,40,IT,EUR,2021-10-12 05:00:00,2022-01-18 06:00:00,False,False,theater/plays,theater,plays
Larsen-Chung,Right-sized zero tolerance migration,59700.0,135132.0,successful,2875,GB,GBP,2020-12-28 06:00:00,2021-12-26 06:00:00,False,True,theater/plays,theater,plays
Anderson and Sons,Quality-focused reciprocal structure,5500.0,9546.0,successful,88,US,USD,2021-03-07 06:00:00,2021-05-28 05:00:00,False,False,theater/plays,theater,plays
"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600.0,11735.0,successful,112,AU,AUD,2021-07-24 05:00:00,2021-09-11 05:00:00,False,False,theater/plays,theater,plays
"Williams, Perez and Villegas",Robust directional system engine,1800.0,10658.0,successful,101,US,USD,2021-01-25 06:00:00,2021-07-21 05:00:00,False,True,theater/plays,theater,plays
"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900.0,1870.0,failed,75,US,USD,2021-05-12 05:00:00,2022-01-18 06:00:00,False,True,theater/plays,theater,plays
Skinner PLC,Intuitive well-modulated middleware,112300.0,178965.0,successful,5966,US,USD,2021-07-01 05:00:00,2021-08-19 05:00:00,False,False,theater/plays,theater,plays
"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200.0,128410.0,failed,2176,US,USD,2021-10-19 05:00:00,2021-10-24 05:00:00,False,False,theater/plays,theater,plays
Brown-Parker,Down-sized coherent toolset,22500.0,164291.0,successful,2106,US,USD,2021-01-23 06:00:00,2021-06-25 05:00:00,False,False,theater/plays,theater,plays
"Klein, Stark and Livingston",Phased methodical initiative,49700.0,5098.0,failed,127,US,USD,2021-01-17 06:00:00,2021-12-09 06:00:00,False,False,theater/plays,theater,plays
"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200.0,2912.0,failed,44,GB,GBP,2020-07-18 05:00:00,2021-01-31 06:00:00,False,False,theater/plays,theater,plays
"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500.0,4008.0,successful,84,US,USD,2020-12-26 06:00:00,2021-04-04 05:00:00,False,False,theater/plays,theater,plays
"Michael, Anderson and Vincent",Cross-group global moratorium,5300.0,9749.0,successful,155,US,USD,2020-12-08 06:00:00,2021-09-05 05:00:00,False,False,theater/plays,theater,plays
Gardner Group,Progressive 5thgeneration customer loyalty,135500.0,103554.0,failed,1068,US,USD,2021-06-20 05:00:00,2021-11-12 06:00:00,False,False,theater/plays,theater,plays
Knox-Garner,Automated systemic hierarchy,83000.0,101352.0,successful,1152,US,USD,2021-01-19 06:00:00,2021-08-26 05:00:00,False,False,theater/plays,theater,plays
Taylor PLC,Enhanced incremental budgetary management,7100.0,9238.0,successful,220,US,USD,2020-05-21 05:00:00,2021-02-20 06:00:00,True,False,theater/plays,theater,plays
Smith-Schmidt,Inverse radical hierarchy,900.0,13772.0,successful,299,US,USD,2021-02-05 06:00:00,2021-08-08 05:00:00,False,False,theater/plays,theater,plays
Leonard-Mcclain,Virtual foreground throughput,195800.0,168820.0,failed,3015,CA,CAD,2021-04-16 05:00:00,2021-08-22 05:00:00,False,True,theater/plays,theater,plays
Bailey-Boyer,Visionary exuding Internet solution,48900.0,154321.0,successful,2237,US,USD,2021-04-07 05:00:00,2021-12-19 06:00:00,False,False,theater/plays,theater,plays
Lee LLC,Synchronized secondary analyzer,29600.0,26527.0,failed,435,US,USD,2021-03-26 05:00:00,2021-08-24 05:00:00,False,False,theater/plays,theater,plays
Herrera-Wilson,Organized bandwidth-monitored core,3400.0,12100.0,successful,484,DK,DKK,2021-05-03 05:00:00,2021-08-29 05:00:00,False,False,theater/plays,theater,plays
"Beck, Thompson and Martinez",Down-sized maximized function,7800.0,8161.0,successful,82,US,USD,2021-03-21 05:00:00,2021-06-06 05:00:00,False,False,theater/plays,theater,plays
Anderson-Pham,Intuitive needs-based monitoring,113500.0,12552.0,failed,418,US,USD,2021-02-01 06:00:00,2021-10-08 05:00:00,False,False,theater/plays,theater,plays
"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation,1700.0,943.0,failed,15,US,USD,2021-05-09 05:00:00,2021-06-26 05:00:00,False,False,theater/plays,theater,plays
"Blair, Reyes and Woods",Cross-platform interactive synergy,5000.0,6423.0,successful,94,US,USD,2021-08-08 05:00:00,2021-09-01 05:00:00,False,False,theater/plays,theater,plays
"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user,8700.0,11075.0,successful,205,US,USD,2020-09-27 05:00:00,2021-03-15 05:00:00,False,True,theater/plays,theater,plays
Edwards-Kane,Virtual leadingedge framework,1800.0,10313.0,successful,219,US,USD,2020-11-08 06:00:00,2021-11-13 06:00:00,False,False,theater/plays,theater,plays
"Hicks, Wall and Webb",Managed discrete framework,174500.0,197018.0,successful,2526,US,USD,2020-04-08 05:00:00,2021-04-15 05:00:00,False,True,theater/plays,theater,plays
Cochran Ltd,Re-engineered attitude-oriented frame,8100.0,5487.0,failed,84,US,USD,2021-04-17 05:00:00,2021-11-03 05:00:00,False,False,theater/plays,theater,plays
Rosales LLC,Compatible multimedia utilization,5100.0,9817.0,successful,94,US,USD,2020-11-07 06:00:00,2021-09-06 05:00:00,True,False,theater/plays,theater,plays
Harper-Bryan,Re-contextualized dedicated hardware,7700.0,6369.0,failed,91,US,USD,2020-04-09 05:00:00,2021-03-11 06:00:00,False,False,theater/plays,theater,plays
Floyd-Sims,Cloned transitional hierarchy,5400.0,903.0,canceled,10,CA,CAD,2020-07-04 05:00:00,2021-02-11 06:00:00,True,False,theater/plays,theater,plays
"Spence, Jackson and Kelly",Advanced discrete leverage,152400.0,178120.0,successful,1713,IT,EUR,2020-08-26 05:00:00,2021-08-19 05:00:00,False,True,theater/plays,theater,plays
"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase,8300.0,14827.0,successful,247,US,USD,2021-03-29 05:00:00,2022-01-21 06:00:00,False,False,theater/plays,theater,plays
"Calderon, Bradford and Dean",Devolved system-worthy framework,5400.0,10731.0,successful,143,IT,EUR,2021-03-17 05:00:00,2021-08-26 05:00:00,False,False,theater/plays,theater,plays
Clark-Bowman,Stand-alone user-facing service-desk,9300.0,3232.0,canceled,90,US,USD,2020-11-15 06:00:00,2021-02-14 06:00:00,False,False,theater/plays,theater,plays
Anderson-Pearson,Intuitive demand-driven Local Area Network,2100.0,10739.0,successful,170,US,USD,2020-09-11 05:00:00,2021-03-12 06:00:00,False,True,theater/plays,theater,plays
"Villanueva, Wright and Richardson",Profit-focused global product,116500.0,137904.0,successful,3727,US,USD,2020-10-14 05:00:00,2021-10-06 05:00:00,False,False,theater/plays,theater,plays
"Sheppard, Smith and Spence",Cloned asymmetric functionalities,5000.0,1332.0,failed,46,US,USD,2021-05-20 05:00:00,2021-10-03 05:00:00,False,False,theater/plays,theater,plays
"Wise, Thompson and Allen",Pre-emptive neutral portal,33800.0,118706.0,successful,2120,US,USD,2021-01-16 06:00:00,2021-08-08 05:00:00,False,False,theater/plays,theater,plays
"Rich, Alvarez and King",Business-focused static ability,2400.0,4119.0,successful,50,US,USD,2021-02-26 06:00:00,2021-08-10 05:00:00,False,False,theater/plays,theater,plays
Gomez LLC,Pre-emptive mission-critical hardware,71200.0,95020.0,successful,2436,US,USD,2020-09-21 05:00:00,2021-02-26 06:00:00,False,False,theater/plays,theater,plays
Hughes Inc,Streamlined neutral analyzer,4000.0,1620.0,failed,16,US,USD,2021-01-17 06:00:00,2021-01-30 06:00:00,False,False,theater/plays,theater,plays
